Kabupaten_Kota,Tahun,Kategori,Produk,Pengeluaran,Is_Total,Region,Kategori_Pengeluaran,Pengeluaran_Bulanan,Pengeluaran_Tahunan
Parigi Moutong,2024,Sayur,SAYUR-SAYURAN,9926.0,True,Lainnya,Sangat Tinggi,39704.0,516152.0
Tojo Una-Una,2024,Sayur,SAYUR-SAYURAN,9856.0,True,Lainnya,Sangat Tinggi,39424.0,512512.0
Sigi,2024,Sayur,SAYUR-SAYURAN,13476.0,True,Lainnya,Sangat Tinggi,53904.0,700752.0
Banggai Laut,2024,Sayur,SAYUR-SAYURAN,12570.0,True,Lainnya,Sangat Tinggi,50280.0,653640.0
Morowali Utara,2024,Sayur,SAYUR-SAYURAN,15182.0,True,Lainnya,Sangat Tinggi,60728.0,789464.0
Kota Palu,2024,Sayur,SAYUR-SAYURAN,11940.0,True,Lainnya,Sangat Tinggi,47760.0,620880.0
Kepulauan Selayar,2024,Sayur,SAYUR-SAYURAN,9072.0,True,Lainnya,Sangat Tinggi,36288.0,471744.0
Bulukumba,2024,Sayur,SAYUR-SAYURAN,8287.0,True,Lainnya,Sangat Tinggi,33148.0,430924.0
Bantaeng,2024,Sayur,SAYUR-SAYURAN,10075.0,True,Lainnya,Sangat Tinggi,40300.0,523900.0
Jeneponto,2024,Sayur,SAYUR-SAYURAN,7417.0,True,Lainnya,Sangat Tinggi,29668.0,385684.0
Takalar,2024,Sayur,SAYUR-SAYURAN,6980.0,True,Lainnya,Sangat Tinggi,27920.0,362960.0
Gowa,2024,Sayur,SAYUR-SAYURAN,9508.0,True,Lainnya,Sangat Tinggi,38032.0,494416.0
Sinjai,2024,Sayur,SAYUR-SAYURAN,8669.0,True,Lainnya,Sangat Tinggi,34676.0,450788.0
Maros,2024,Sayur,SAYUR-SAYURAN,7990.0,True,Lainnya,Sangat Tinggi,31960.0,415480.0
Pangkajene dan Kepulauan,2024,Sayur,SAYUR-SAYURAN,8537.0,True,Lainnya,Sangat Tinggi,34148.0,443924.0
Barru,2024,Sayur,SAYUR-SAYURAN,7982.0,True,Lainnya,Sangat Tinggi,31928.0,415064.0
Bone,2024,Sayur,SAYUR-SAYURAN,5870.0,True,Lainnya,Sangat Tinggi,23480.0,305240.0
Soppeng,2024,Sayur,SAYUR-SAYURAN,8073.0,True,Lainnya,Sangat Tinggi,32292.0,419796.0
Wajo,2024,Sayur,SAYUR-SAYURAN,7939.0,True,Lainnya,Sangat Tinggi,31756.0,412828.0
Sidenreng Rappang,2024,Sayur,SAYUR-SAYURAN,9911.0,True,Lainnya,Sangat Tinggi,39644.0,515372.0
Pinrang,2024,Sayur,SAYUR-SAYURAN,7689.0,True,Lainnya,Sangat Tinggi,30756.0,399828.0
Enrekang,2024,Sayur,SAYUR-SAYURAN,9318.0,True,Lainnya,Sangat Tinggi,37272.0,484536.0
Luwu,2024,Sayur,SAYUR-SAYURAN,8921.0,True,Lainnya,Sangat Tinggi,35684.0,463892.0
Tana Toraja,2024,Sayur,SAYUR-SAYURAN,11022.0,True,Lainnya,Sangat Tinggi,44088.0,573144.0
Luwu Utara,2024,Sayur,SAYUR-SAYURAN,10207.0,True,Lainnya,Sangat Tinggi,40828.0,530764.0
Luwu Timur,2024,Sayur,SAYUR-SAYURAN,10277.0,True,Lainnya,Sangat Tinggi,41108.0,534404.0
Toraja Utara,2024,Sayur,SAYUR-SAYURAN,10788.0,True,Lainnya,Sangat Tinggi,43152.0,560976.0
Kota Makasar,2024,Sayur,SAYUR-SAYURAN,13406.0,True,Lainnya,Sangat Tinggi,53624.0,697112.0
Kota Parepare,2024,Sayur,SAYUR-SAYURAN,8305.0,True,Lainnya,Sangat Tinggi,33220.0,431860.0
Kota Palopo,2024,Sayur,SAYUR-SAYURAN,9393.0,True,Lainnya,Sangat Tinggi,37572.0,488436.0
Buton,2024,Sayur,SAYUR-SAYURAN,10180.0,True,Lainnya,Sangat Tinggi,40720.0,529360.0
Muna,2024,Sayur,SAYUR-SAYURAN,5778.0,True,Lainnya,Sangat Tinggi,23112.0,300456.0
Konawe,2024,Sayur,SAYUR-SAYURAN,9295.0,True,Lainnya,Sangat Tinggi,37180.0,483340.0
Kolaka,2024,Sayur,SAYUR-SAYURAN,11281.0,True,Lainnya,Sangat Tinggi,45124.0,586612.0
Konawe Selatan,2024,Sayur,SAYUR-SAYURAN,10067.0,True,Lainnya,Sangat Tinggi,40268.0,523484.0
Bombana,2024,Sayur,SAYUR-SAYURAN,7530.0,True,Lainnya,Sangat Tinggi,30120.0,391560.0
Wakatobi,2024,Sayur,SAYUR-SAYURAN,10448.0,True,Lainnya,Sangat Tinggi,41792.0,543296.0
Kolaka Utara,2024,Sayur,SAYUR-SAYURAN,7789.0,True,Lainnya,Sangat Tinggi,31156.0,405028.0
Buton Utara,2024,Sayur,SAYUR-SAYURAN,7583.0,True,Lainnya,Sangat Tinggi,30332.0,394316.0
Konawe Utara,2024,Sayur,SAYUR-SAYURAN,10342.0,True,Lainnya,Sangat Tinggi,41368.0,537784.0
Kolaka Timur,2024,Sayur,SAYUR-SAYURAN,9698.0,True,Lainnya,Sangat Tinggi,38792.0,504296.0
Konawe Kepulauan,2024,Sayur,SAYUR-SAYURAN,8239.0,True,Lainnya,Sangat Tinggi,32956.0,428428.0
Muna Barat,2024,Sayur,SAYUR-SAYURAN,7658.0,True,Lainnya,Sangat Tinggi,30632.0,398216.0
Buton Tengah,2024,Sayur,SAYUR-SAYURAN,6202.0,True,Lainnya,Sangat Tinggi,24808.0,322504.0
Buton Selatan,2024,Sayur,SAYUR-SAYURAN,8768.0,True,Lainnya,Sangat Tinggi,35072.0,455936.0
Kota Kendari,2024,Sayur,SAYUR-SAYURAN,12569.0,True,Lainnya,Sangat Tinggi,50276.0,653588.0
Kota Baubau,2024,Sayur,SAYUR-SAYURAN,7938.0,True,Lainnya,Sangat Tinggi,31752.0,412776.0
Boalemo,2024,Sayur,SAYUR-SAYURAN,11872.0,True,Lainnya,Sangat Tinggi,47488.0,617344.0
Gorontalo,2024,Sayur,SAYUR-SAYURAN,10417.0,True,Lainnya,Sangat Tinggi,41668.0,541684.0
Pohuwato,2024,Sayur,SAYUR-SAYURAN,9733.0,True,Lainnya,Sangat Tinggi,38932.0,506116.0
Bone Bolango,2024,Sayur,SAYUR-SAYURAN,11466.0,True,Lainnya,Sangat Tinggi,45864.0,596232.0
Gorontalo Utara,2024,Sayur,SAYUR-SAYURAN,10700.0,True,Lainnya,Sangat Tinggi,42800.0,556400.0
Kota Gorontalo,2024,Sayur,SAYUR-SAYURAN,13035.0,True,Lainnya,Sangat Tinggi,52140.0,677820.0
Majene,2024,Sayur,SAYUR-SAYURAN,8102.0,True,Lainnya,Sangat Tinggi,32408.0,421304.0
Polewali Mandar,2024,Sayur,SAYUR-SAYURAN,7928.0,True,Lainnya,Sangat Tinggi,31712.0,412256.0
Mamasa,2024,Sayur,SAYUR-SAYURAN,7189.0,True,Lainnya,Sangat Tinggi,28756.0,373828.0
Mamuju,2024,Sayur,SAYUR-SAYURAN,9206.0,True,Lainnya,Sangat Tinggi,36824.0,478712.0
Mamuju Utara,2024,Sayur,SAYUR-SAYURAN,11720.0,True,Lainnya,Sangat Tinggi,46880.0,609440.0
Mamuju Tengah,2024,Sayur,SAYUR-SAYURAN,10857.0,True,Lainnya,Sangat Tinggi,43428.0,564564.0
Maluku Tenggara Barat,2024,Sayur,SAYUR-SAYURAN,13164.0,True,Lainnya,Sangat Tinggi,52656.0,684528.0
Maluku Tenggara,2024,Sayur,SAYUR-SAYURAN,14169.0,True,Lainnya,Sangat Tinggi,56676.0,736788.0
Maluku Tengah,2024,Sayur,SAYUR-SAYURAN,14795.0,True,Lainnya,Sangat Tinggi,59180.0,769340.0
Buru,2024,Sayur,SAYUR-SAYURAN,14228.0,True,Lainnya,Sangat Tinggi,56912.0,739856.0
Kepulauan Aru,2024,Sayur,SAYUR-SAYURAN,12976.0,True,Lainnya,Sangat Tinggi,51904.0,674752.0
Seram Bagian Barat,2024,Sayur,SAYUR-SAYURAN,11563.0,True,Lainnya,Sangat Tinggi,46252.0,601276.0
Seram Bagian Timur,2024,Sayur,SAYUR-SAYURAN,11231.0,True,Lainnya,Sangat Tinggi,44924.0,584012.0
Maluku Barat Daya,2024,Sayur,SAYUR-SAYURAN,17725.0,True,Lainnya,Sangat Tinggi,70900.0,921700.0
Buru Selatan,2024,Sayur,SAYUR-SAYURAN,10423.0,True,Lainnya,Sangat Tinggi,41692.0,541996.0
Kota Ambon,2024,Sayur,SAYUR-SAYURAN,15955.0,True,Lainnya,Sangat Tinggi,63820.0,829660.0
Kota Tual,2024,Sayur,SAYUR-SAYURAN,13739.0,True,Lainnya,Sangat Tinggi,54956.0,714428.0
Halmahera Barat,2024,Sayur,SAYUR-SAYURAN,14445.0,True,Lainnya,Sangat Tinggi,57780.0,751140.0
Halmahera Tengah,2024,Sayur,SAYUR-SAYURAN,17098.0,True,Lainnya,Sangat Tinggi,68392.0,889096.0
Kepulauan Sula,2024,Sayur,SAYUR-SAYURAN,12061.0,True,Lainnya,Sangat Tinggi,48244.0,627172.0
Halmahera Selatan,2024,Sayur,SAYUR-SAYURAN,14954.0,True,Lainnya,Sangat Tinggi,59816.0,777608.0
Halmahera Utara,2024,Sayur,SAYUR-SAYURAN,15936.0,True,Lainnya,Sangat Tinggi,63744.0,828672.0
Halmahera Timur,2024,Sayur,SAYUR-SAYURAN,17020.0,True,Lainnya,Sangat Tinggi,68080.0,885040.0
Pulau Morotai,2024,Sayur,SAYUR-SAYURAN,17554.0,True,Lainnya,Sangat Tinggi,70216.0,912808.0
Pulau Taliabu,2024,Sayur,SAYUR-SAYURAN,11080.0,True,Lainnya,Sangat Tinggi,44320.0,576160.0
Kota Ternate,2024,Sayur,SAYUR-SAYURAN,20368.0,True,Lainnya,Sangat Tinggi,81472.0,1059136.0
Kota Tidore Kepulauan,2024,Sayur,SAYUR-SAYURAN,16212.0,True,Lainnya,Sangat Tinggi,64848.0,843024.0
Fakfak,2024,Sayur,SAYUR-SAYURAN,20522.0,True,Lainnya,Sangat Tinggi,82088.0,1067144.0
Kaimana,2024,Sayur,SAYUR-SAYURAN,18530.0,True,Lainnya,Sangat Tinggi,74120.0,963560.0
Teluk Wondama,2024,Sayur,SAYUR-SAYURAN,17049.0,True,Lainnya,Sangat Tinggi,68196.0,886548.0
Teluk Bintuni,2024,Sayur,SAYUR-SAYURAN,19855.0,True,Lainnya,Sangat Tinggi,79420.0,1032460.0
Manokwari,2024,Sayur,SAYUR-SAYURAN,20114.0,True,Lainnya,Sangat Tinggi,80456.0,1045928.0
Manokwari Selatan,2024,Sayur,SAYUR-SAYURAN,27249.0,True,Lainnya,Sangat Tinggi,108996.0,1416948.0
Pegunungan Arfak,2024,Sayur,SAYUR-SAYURAN,16034.0,True,Lainnya,Sangat Tinggi,64136.0,833768.0
Raja Ampat,2024,Sayur,SAYUR-SAYURAN,15136.0,True,Lainnya,Sangat Tinggi,60544.0,787072.0
Sorong,2024,Sayur,SAYUR-SAYURAN,18548.0,True,Lainnya,Sangat Tinggi,74192.0,964496.0
Sorong Selatan,2024,Sayur,SAYUR-SAYURAN,22267.0,True,Lainnya,Sangat Tinggi,89068.0,1157884.0
Maybrat,2024,Sayur,SAYUR-SAYURAN,18026.0,True,Lainnya,Sangat Tinggi,72104.0,937352.0
Tambrauw,2024,Sayur,SAYUR-SAYURAN,17851.0,True,Lainnya,Sangat Tinggi,71404.0,928252.0
Kota Sorong,2024,Sayur,SAYUR-SAYURAN,19307.0,True,Lainnya,Sangat Tinggi,77228.0,1003964.0
Jayapura,2024,Sayur,SAYUR-SAYURAN,15183.0,True,Lainnya,Sangat Tinggi,60732.0,789516.0
Kepulauan Yapen,2024,Sayur,SAYUR-SAYURAN,19411.0,True,Lainnya,Sangat Tinggi,77644.0,1009372.0
Biak Numfor,2024,Sayur,SAYUR-SAYURAN,18109.0,True,Lainnya,Sangat Tinggi,72436.0,941668.0
Sarmi,2024,Sayur,SAYUR-SAYURAN,32419.0,True,Lainnya,Sangat Tinggi,129676.0,1685788.0
Keerom,2024,Sayur,SAYUR-SAYURAN,20885.0,True,Lainnya,Sangat Tinggi,83540.0,1086020.0
Waropen,2024,Sayur,SAYUR-SAYURAN,32338.0,True,Lainnya,Sangat Tinggi,129352.0,1681576.0
Supiori,2024,Sayur,SAYUR-SAYURAN,47446.0,True,Lainnya,Sangat Tinggi,189784.0,2467192.0
Mamberamo Raya,2024,Sayur,SAYUR-SAYURAN,44009.0,True,Lainnya,Sangat Tinggi,176036.0,2288468.0
Kota Jayapura,2024,Sayur,SAYUR-SAYURAN,34327.0,True,Lainnya,Sangat Tinggi,137308.0,1785004.0
Merauke,2024,Sayur,SAYUR-SAYURAN,23464.0,True,Lainnya,Sangat Tinggi,93856.0,1220128.0
Boven Digoel,2024,Sayur,SAYUR-SAYURAN,18177.0,True,Lainnya,Sangat Tinggi,72708.0,945204.0
Mappi,2024,Sayur,SAYUR-SAYURAN,17253.0,True,Lainnya,Sangat Tinggi,69012.0,897156.0
Asmat,2024,Sayur,SAYUR-SAYURAN,13805.0,True,Lainnya,Sangat Tinggi,55220.0,717860.0
Mimika,2024,Sayur,SAYUR-SAYURAN,16923.0,True,Lainnya,Sangat Tinggi,67692.0,879996.0
Dogiyai,2024,Sayur,SAYUR-SAYURAN,55758.0,True,Lainnya,Sangat Tinggi,223032.0,2899416.0
Deiyai,2024,Sayur,SAYUR-SAYURAN,29163.0,True,Lainnya,Sangat Tinggi,116652.0,1516476.0
Nabire,2024,Sayur,SAYUR-SAYURAN,15595.0,True,Lainnya,Sangat Tinggi,62380.0,810940.0
Paniai,2024,Sayur,SAYUR-SAYURAN,16585.0,True,Lainnya,Sangat Tinggi,66340.0,862420.0
Intan Jaya,2024,Sayur,SAYUR-SAYURAN,57450.0,True,Lainnya,Sangat Tinggi,229800.0,2987400.0
Puncak,2024,Sayur,SAYUR-SAYURAN,28665.0,True,Lainnya,Sangat Tinggi,114660.0,1490580.0
Puncak Jaya,2024,Sayur,SAYUR-SAYURAN,14084.0,True,Lainnya,Sangat Tinggi,56336.0,732368.0
Nduga,2024,Sayur,SAYUR-SAYURAN,81168.0,True,Lainnya,Sangat Tinggi,324672.0,4220736.0
Jayawijaya,2024,Sayur,SAYUR-SAYURAN,18746.0,True,Lainnya,Sangat Tinggi,74984.0,974792.0
Lanny Jaya,2024,Sayur,SAYUR-SAYURAN,31895.0,True,Lainnya,Sangat Tinggi,127580.0,1658540.0
Tolikara,2024,Sayur,SAYUR-SAYURAN,20040.0,True,Lainnya,Sangat Tinggi,80160.0,1042080.0
Mamberamo Tengah,2024,Sayur,SAYUR-SAYURAN,39735.0,True,Lainnya,Sangat Tinggi,158940.0,2066220.0
Yalimo,2024,Sayur,SAYUR-SAYURAN,63021.0,True,Lainnya,Sangat Tinggi,252084.0,3277092.0
Yahukimo,2024,Sayur,SAYUR-SAYURAN,14813.0,True,Lainnya,Sangat Tinggi,59252.0,770276.0
Pegunungan Bintang,2024,Sayur,SAYUR-SAYURAN,22438.0,True,Lainnya,Sangat Tinggi,89752.0,1166776.0
Simeulue,2024,Sayur,Bayam,171.0,False,Lainnya,Rendah,684.0,8892.0
Aceh Singkil,2024,Sayur,Bayam,482.0,False,Aceh,Rendah,1928.0,25064.0
Aceh Selatan,2024,Sayur,Bayam,470.0,False,Aceh,Rendah,1880.0,24440.0
Aceh Tenggara,2024,Sayur,Bayam,561.0,False,Aceh,Sedang,2244.0,29172.0
Aceh Timur,2024,Sayur,Bayam,455.0,False,Aceh,Rendah,1820.0,23660.0
Aceh Tengah,2024,Sayur,Bayam,477.0,False,Aceh,Rendah,1908.0,24804.0
Aceh Barat,2024,Sayur,Bayam,727.0,False,Aceh,Sedang,2908.0,37804.0
Aceh Besar,2024,Sayur,Bayam,632.0,False,Aceh,Sedang,2528.0,32864.0
Pidie,2024,Sayur,Bayam,666.0,False,Lainnya,Sedang,2664.0,34632.0
Bireuen,2024,Sayur,Bayam,588.0,False,Lainnya,Sedang,2352.0,30576.0
Aceh Utara,2024,Sayur,Bayam,556.0,False,Aceh,Sedang,2224.0,28912.0
Aceh Barat Daya,2024,Sayur,Bayam,507.0,False,Aceh,Sedang,2028.0,26364.0
Gayo Lues,2024,Sayur,Bayam,459.0,False,Lainnya,Rendah,1836.0,23868.0
Aceh Tamiang,2024,Sayur,Bayam,642.0,False,Aceh,Sedang,2568.0,33384.0
Nagan Raya,2024,Sayur,Bayam,1040.0,False,Lainnya,Tinggi,4160.0,54080.0
Aceh Jaya,2024,Sayur,Bayam,716.0,False,Aceh,Sedang,2864.0,37232.0
Bener Meriah,2024,Sayur,Bayam,745.0,False,Lainnya,Sedang,2980.0,38740.0
Pidie Jaya,2024,Sayur,Bayam,843.0,False,Lainnya,Sedang,3372.0,43836.0
Kota Banda Aceh,2024,Sayur,Bayam,757.0,False,Aceh,Sedang,3028.0,39364.0
Kota Sabang,2024,Sayur,Bayam,900.0,False,Lainnya,Sedang,3600.0,46800.0
Kota Langsa,2024,Sayur,Bayam,603.0,False,Lainnya,Sedang,2412.0,31356.0
Kota Lhokseumawe,2024,Sayur,Bayam,699.0,False,Lainnya,Sedang,2796.0,36348.0
Kota Subulussalam,2024,Sayur,Bayam,660.0,False,Lainnya,Sedang,2640.0,34320.0
Nias,2024,Sayur,Bayam,246.0,False,Lainnya,Rendah,984.0,12792.0
Mandailing Natal,2024,Sayur,Bayam,484.0,False,Lainnya,Rendah,1936.0,25168.0
Tapanuli Selatan,2024,Sayur,Bayam,434.0,False,Lainnya,Rendah,1736.0,22568.0
Tapanuli Tengah,2024,Sayur,Bayam,481.0,False,Lainnya,Rendah,1924.0,25012.0
Tapanuli Utara,2024,Sayur,Bayam,415.0,False,Lainnya,Rendah,1660.0,21580.0
Toba Samosir,2024,Sayur,Bayam,872.0,False,Lainnya,Sedang,3488.0,45344.0
Labuhan Batu,2024,Sayur,Bayam,718.0,False,Lainnya,Sedang,2872.0,37336.0
Asahan,2024,Sayur,Bayam,644.0,False,Lainnya,Sedang,2576.0,33488.0
Simalungun,2024,Sayur,Bayam,653.0,False,Lainnya,Sedang,2612.0,33956.0
Dairi,2024,Sayur,Bayam,564.0,False,Lainnya,Sedang,2256.0,29328.0
Karo,2024,Sayur,Bayam,730.0,False,Lainnya,Sedang,2920.0,37960.0
Deli Serdang,2024,Sayur,Bayam,761.0,False,Lainnya,Sedang,3044.0,39572.0
Langkat,2024,Sayur,Bayam,565.0,False,Lainnya,Sedang,2260.0,29380.0
Nias Selatan,2024,Sayur,Bayam,215.0,False,Lainnya,Rendah,860.0,11180.0
Humbang Hasundutan,2024,Sayur,Bayam,508.0,False,Lainnya,Sedang,2032.0,26416.0
Pakpak Bharat,2024,Sayur,Bayam,679.0,False,Lainnya,Sedang,2716.0,35308.0
Samosir,2024,Sayur,Bayam,443.0,False,Lainnya,Rendah,1772.0,23036.0
Serdang Bedagai,2024,Sayur,Bayam,533.0,False,Lainnya,Sedang,2132.0,27716.0
Batu Bara,2024,Sayur,Bayam,542.0,False,Lainnya,Sedang,2168.0,28184.0
Padang Lawas Utara,2024,Sayur,Bayam,547.0,False,Lainnya,Sedang,2188.0,28444.0
Padang Lawas,2024,Sayur,Bayam,642.0,False,Lainnya,Sedang,2568.0,33384.0
Labuhan Batu Selatan,2024,Sayur,Bayam,652.0,False,Lainnya,Sedang,2608.0,33904.0
Labuhan Batu Utara,2024,Sayur,Bayam,680.0,False,Lainnya,Sedang,2720.0,35360.0
Nias Utara,2024,Sayur,Bayam,223.0,False,Lainnya,Rendah,892.0,11596.0
Nias Barat,2024,Sayur,Bayam,132.0,False,Lainnya,Rendah,528.0,6864.0
Kota Sibolga,2024,Sayur,Bayam,588.0,False,Lainnya,Sedang,2352.0,30576.0
Kota Tanjung Balai,2024,Sayur,Bayam,573.0,False,Lainnya,Sedang,2292.0,29796.0
Kota Pematang Siantar,2024,Sayur,Bayam,725.0,False,Lainnya,Sedang,2900.0,37700.0
Kota Tebing Tinggi,2024,Sayur,Bayam,835.0,False,Lainnya,Sedang,3340.0,43420.0
Kota Medan,2024,Sayur,Bayam,778.0,False,Lainnya,Sedang,3112.0,40456.0
Kota Binjai,2024,Sayur,Bayam,798.0,False,Lainnya,Sedang,3192.0,41496.0
Kota Padangsidimpuan,2024,Sayur,Bayam,586.0,False,Lainnya,Sedang,2344.0,30472.0
Kota Gunungsitoli,2024,Sayur,Bayam,452.0,False,Lainnya,Rendah,1808.0,23504.0
Kepulauan Mentawai,2024,Sayur,Bayam,361.0,False,Lainnya,Rendah,1444.0,18772.0
Pesisir Selatan,2024,Sayur,Bayam,410.0,False,Lainnya,Rendah,1640.0,21320.0
Solok,2024,Sayur,Bayam,448.0,False,Lainnya,Rendah,1792.0,23296.0
Sijunjung,2024,Sayur,Bayam,243.0,False,Lainnya,Rendah,972.0,12636.0
Tanah Datar,2024,Sayur,Bayam,433.0,False,Lainnya,Rendah,1732.0,22516.0
Padang Pariaman,2024,Sayur,Bayam,462.0,False,Lainnya,Rendah,1848.0,24024.0
Agam,2024,Sayur,Bayam,477.0,False,Lainnya,Rendah,1908.0,24804.0
Lima Puluh Kota,2024,Sayur,Bayam,432.0,False,Lainnya,Rendah,1728.0,22464.0
Pasaman,2024,Sayur,Bayam,410.0,False,Lainnya,Rendah,1640.0,21320.0
Solok Selatan,2024,Sayur,Bayam,366.0,False,Lainnya,Rendah,1464.0,19032.0
Dharmasraya,2024,Sayur,Bayam,301.0,False,Lainnya,Rendah,1204.0,15652.0
Pasaman Barat,2024,Sayur,Bayam,430.0,False,Lainnya,Rendah,1720.0,22360.0
Kota Padang,2024,Sayur,Bayam,634.0,False,Lainnya,Sedang,2536.0,32968.0
Kota Solok,2024,Sayur,Bayam,500.0,False,Lainnya,Sedang,2000.0,26000.0
Kota Sawah Lunto,2024,Sayur,Bayam,544.0,False,Lainnya,Sedang,2176.0,28288.0
Kota Padang Panjang,2024,Sayur,Bayam,800.0,False,Lainnya,Sedang,3200.0,41600.0
Kota Bukittinggi,2024,Sayur,Bayam,594.0,False,Lainnya,Sedang,2376.0,30888.0
Kota Payakumbuh,2024,Sayur,Bayam,488.0,False,Lainnya,Rendah,1952.0,25376.0
Kota Pariaman,2024,Sayur,Bayam,693.0,False,Lainnya,Sedang,2772.0,36036.0
Kuantan Singingi,2024,Sayur,Bayam,632.0,False,Lainnya,Sedang,2528.0,32864.0
Indragiri Hulu,2024,Sayur,Bayam,622.0,False,Lainnya,Sedang,2488.0,32344.0
Indragiri Hilir,2024,Sayur,Bayam,398.0,False,Lainnya,Rendah,1592.0,20696.0
Pelalawan,2024,Sayur,Bayam,744.0,False,Lainnya,Sedang,2976.0,38688.0
Siak,2024,Sayur,Bayam,683.0,False,Lainnya,Sedang,2732.0,35516.0
Kampar,2024,Sayur,Bayam,684.0,False,Lainnya,Sedang,2736.0,35568.0
Rokan Hulu,2024,Sayur,Bayam,806.0,False,Lainnya,Sedang,3224.0,41912.0
Bengkalis,2024,Sayur,Bayam,792.0,False,Lainnya,Sedang,3168.0,41184.0
Rokan Hilir,2024,Sayur,Bayam,594.0,False,Lainnya,Sedang,2376.0,30888.0
Kepulauan Meranti,2024,Sayur,Bayam,583.0,False,Lainnya,Sedang,2332.0,30316.0
Kota Pekanbaru,2024,Sayur,Bayam,694.0,False,Lainnya,Sedang,2776.0,36088.0
Kota Dumai,2024,Sayur,Bayam,779.0,False,Lainnya,Sedang,3116.0,40508.0
Kerinci,2024,Sayur,Bayam,425.0,False,Lainnya,Rendah,1700.0,22100.0
Merangin,2024,Sayur,Bayam,588.0,False,Lainnya,Sedang,2352.0,30576.0
Sarolangun,2024,Sayur,Bayam,567.0,False,Lainnya,Sedang,2268.0,29484.0
Batang Hari,2024,Sayur,Bayam,693.0,False,Lainnya,Sedang,2772.0,36036.0
Muaro Jambi,2024,Sayur,Bayam,768.0,False,Lainnya,Sedang,3072.0,39936.0
Tanjung Jabung Timur,2024,Sayur,Bayam,890.0,False,Lainnya,Sedang,3560.0,46280.0
Tanjung Jabung Barat,2024,Sayur,Bayam,815.0,False,Lainnya,Sedang,3260.0,42380.0
Tebo,2024,Sayur,Bayam,550.0,False,Lainnya,Sedang,2200.0,28600.0
Bungo,2024,Sayur,Bayam,606.0,False,Lainnya,Sedang,2424.0,31512.0
Kota Jambi,2024,Sayur,Bayam,763.0,False,Lainnya,Sedang,3052.0,39676.0
Kota Sungai Penuh,2024,Sayur,Bayam,614.0,False,Lainnya,Sedang,2456.0,31928.0
Ogan Komering Ulu,2024,Sayur,Bayam,450.0,False,Lainnya,Rendah,1800.0,23400.0
Ogan Komering Ilir,2024,Sayur,Bayam,558.0,False,Lainnya,Sedang,2232.0,29016.0
Muara Enim,2024,Sayur,Bayam,529.0,False,Lainnya,Sedang,2116.0,27508.0
Lahat,2024,Sayur,Bayam,515.0,False,Lainnya,Sedang,2060.0,26780.0
Musi Rawas,2024,Sayur,Bayam,525.0,False,Lainnya,Sedang,2100.0,27300.0
Musi Banyuasin,2024,Sayur,Bayam,680.0,False,Lainnya,Sedang,2720.0,35360.0
Banyu Asin,2024,Sayur,Bayam,724.0,False,Lainnya,Sedang,2896.0,37648.0
Ogan Komering Ulu Selatan,2024,Sayur,Bayam,461.0,False,Lainnya,Rendah,1844.0,23972.0
Ogan Komering Ulu Timur,2024,Sayur,Bayam,414.0,False,Lainnya,Rendah,1656.0,21528.0
Ogan Ilir,2024,Sayur,Bayam,361.0,False,Lainnya,Rendah,1444.0,18772.0
Empat Lawang,2024,Sayur,Bayam,319.0,False,Lainnya,Rendah,1276.0,16588.0
Penukal Abab Lematang Ilir,2024,Sayur,Bayam,416.0,False,Lainnya,Rendah,1664.0,21632.0
Musi Rawas Utara,2024,Sayur,Bayam,476.0,False,Lainnya,Rendah,1904.0,24752.0
Kota Palembang,2024,Sayur,Bayam,585.0,False,Lainnya,Sedang,2340.0,30420.0
Kota Prabumulih,2024,Sayur,Bayam,578.0,False,Lainnya,Sedang,2312.0,30056.0
Kota Pagar Alam,2024,Sayur,Bayam,201.0,False,Lainnya,Rendah,804.0,10452.0
Kota Lubuklinggau,2024,Sayur,Bayam,542.0,False,Lainnya,Sedang,2168.0,28184.0
Bengkulu Selatan,2024,Sayur,Bayam,360.0,False,Lainnya,Rendah,1440.0,18720.0
Rejang Lebong,2024,Sayur,Bayam,375.0,False,Lainnya,Rendah,1500.0,19500.0
Bengkulu Utara,2024,Sayur,Bayam,641.0,False,Lainnya,Sedang,2564.0,33332.0
Kaur,2024,Sayur,Bayam,262.0,False,Lainnya,Rendah,1048.0,13624.0
Seluma,2024,Sayur,Bayam,471.0,False,Lainnya,Rendah,1884.0,24492.0
Mukomuko,2024,Sayur,Bayam,730.0,False,Lainnya,Sedang,2920.0,37960.0
Lebong,2024,Sayur,Bayam,232.0,False,Lainnya,Rendah,928.0,12064.0
Kepahiang,2024,Sayur,Bayam,334.0,False,Lainnya,Rendah,1336.0,17368.0
Bengkulu Tengah,2024,Sayur,Bayam,636.0,False,Lainnya,Sedang,2544.0,33072.0
Kota Bengkulu,2024,Sayur,Bayam,621.0,False,Lainnya,Sedang,2484.0,32292.0
Lampung Barat,2024,Sayur,Bayam,472.0,False,Lainnya,Rendah,1888.0,24544.0
Tanggamus,2024,Sayur,Bayam,367.0,False,Lainnya,Rendah,1468.0,19084.0
Lampung Selatan,2024,Sayur,Bayam,526.0,False,Lainnya,Sedang,2104.0,27352.0
Lampung Timur,2024,Sayur,Bayam,399.0,False,Lainnya,Rendah,1596.0,20748.0
Lampung Tengah,2024,Sayur,Bayam,517.0,False,Lainnya,Sedang,2068.0,26884.0
