Kabupaten_Kota,Tahun,Kategori,Produk,Pengeluaran,Is_Total,Region,Kategori_Pengeluaran,Pengeluaran_Bulanan,Pengeluaran_Tahunan
Lampung Utara,2024,Sayur,Bayam,429.0,False,Lainnya,Rendah,1716.0,22308.0
Way Kanan,2024,Sayur,Bayam,592.0,False,Lainnya,Sedang,2368.0,30784.0
Tulangbawang,2024,Sayur,Bayam,677.0,False,Lainnya,Sedang,2708.0,35204.0
Pesawaran,2024,Sayur,Bayam,473.0,False,Lainnya,Rendah,1892.0,24596.0
Pringsewu,2024,Sayur,Bayam,289.0,False,Lainnya,Rendah,1156.0,15028.0
Mesuji,2024,Sayur,Bayam,587.0,False,Lainnya,Sedang,2348.0,30524.0
Tulang Bawang Barat,2024,Sayur,Bayam,444.0,False,Lainnya,Rendah,1776.0,23088.0
Pesisir Barat,2024,Sayur,Bayam,642.0,False,Lainnya,Sedang,2568.0,33384.0
Kota Bandar Lampung,2024,Sayur,Bayam,586.0,False,Lainnya,Sedang,2344.0,30472.0
Kota Metro,2024,Sayur,Bayam,576.0,False,Lainnya,Sedang,2304.0,29952.0
Bangka,2024,Sayur,Bayam,1223.0,False,Lainnya,Tinggi,4892.0,63596.0
Belitung,2024,Sayur,Bayam,781.0,False,Lainnya,Sedang,3124.0,40612.0
Bangka Barat,2024,Sayur,Bayam,902.0,False,Lainnya,Sedang,3608.0,46904.0
Bangka Tengah,2024,Sayur,Bayam,709.0,False,Lainnya,Sedang,2836.0,36868.0
Bangka Selatan,2024,Sayur,Bayam,754.0,False,Lainnya,Sedang,3016.0,39208.0
Belitung Timur,2024,Sayur,Bayam,807.0,False,Lainnya,Sedang,3228.0,41964.0
Kota Pangkal Pinang,2024,Sayur,Bayam,1235.0,False,Lainnya,Tinggi,4940.0,64220.0
Karimun,2024,Sayur,Bayam,1061.0,False,Lainnya,Tinggi,4244.0,55172.0
Bintan,2024,Sayur,Bayam,896.0,False,Lainnya,Sedang,3584.0,46592.0
Natuna,2024,Sayur,Bayam,773.0,False,Lainnya,Sedang,3092.0,40196.0
Lingga,2024,Sayur,Bayam,728.0,False,Lainnya,Sedang,2912.0,37856.0
Kepulauan Anambas,2024,Sayur,Bayam,854.0,False,Lainnya,Sedang,3416.0,44408.0
Kota Batam,2024,Sayur,Bayam,1020.0,False,Lainnya,Tinggi,4080.0,53040.0
Kota Tanjung Pinang,2024,Sayur,Bayam,849.0,False,Lainnya,Sedang,3396.0,44148.0
Kep. Seribu,2024,Sayur,Bayam,529.0,False,Lainnya,Sedang,2116.0,27508.0
Kota Jakarta Selatan,2024,Sayur,Bayam,1012.0,False,Lainnya,Tinggi,4048.0,52624.0
Kota Jakarta Timur,2024,Sayur,Bayam,871.0,False,Lainnya,Sedang,3484.0,45292.0
Kota Jakarta Pusat,2024,Sayur,Bayam,832.0,False,Lainnya,Sedang,3328.0,43264.0
Kota Jakarta Barat,2024,Sayur,Bayam,815.0,False,Lainnya,Sedang,3260.0,42380.0
Kota Jakarta Utara,2024,Sayur,Bayam,767.0,False,Lainnya,Sedang,3068.0,39884.0
Bogor,2024,Sayur,Bayam,515.0,False,Lainnya,Sedang,2060.0,26780.0
Sukabumi,2024,Sayur,Bayam,432.0,False,Lainnya,Rendah,1728.0,22464.0
Cianjur,2024,Sayur,Bayam,391.0,False,Lainnya,Rendah,1564.0,20332.0
Bandung,2024,Sayur,Bayam,356.0,False,Lainnya,Rendah,1424.0,18512.0
Garut,2024,Sayur,Bayam,353.0,False,Lainnya,Rendah,1412.0,18356.0
Tasikmalaya,2024,Sayur,Bayam,429.0,False,Lainnya,Rendah,1716.0,22308.0
Ciamis,2024,Sayur,Bayam,497.0,False,Lainnya,Rendah,1988.0,25844.0
Kuningan,2024,Sayur,Bayam,424.0,False,Lainnya,Rendah,1696.0,22048.0
Cirebon,2024,Sayur,Bayam,349.0,False,Lainnya,Rendah,1396.0,18148.0
Majalengka,2024,Sayur,Bayam,342.0,False,Lainnya,Rendah,1368.0,17784.0
Sumedang,2024,Sayur,Bayam,315.0,False,Lainnya,Rendah,1260.0,16380.0
Indramayu,2024,Sayur,Bayam,382.0,False,Lainnya,Rendah,1528.0,19864.0
Subang,2024,Sayur,Bayam,457.0,False,Lainnya,Rendah,1828.0,23764.0
Purwakarta,2024,Sayur,Bayam,391.0,False,Lainnya,Rendah,1564.0,20332.0
Karawang,2024,Sayur,Bayam,663.0,False,Lainnya,Sedang,2652.0,34476.0
Bekasi,2024,Sayur,Bayam,778.0,False,Lainnya,Sedang,3112.0,40456.0
Bandung Barat,2024,Sayur,Bayam,397.0,False,Lainnya,Rendah,1588.0,20644.0
Pangandaran,2024,Sayur,Bayam,596.0,False,Lainnya,Sedang,2384.0,30992.0
Kota Bogor,2024,Sayur,Bayam,692.0,False,Lainnya,Sedang,2768.0,35984.0
Kota Sukabumi,2024,Sayur,Bayam,472.0,False,Lainnya,Rendah,1888.0,24544.0
Kota Bandung,2024,Sayur,Bayam,567.0,False,Lainnya,Sedang,2268.0,29484.0
Kota Cirebon,2024,Sayur,Bayam,373.0,False,Lainnya,Rendah,1492.0,19396.0
Kota Bekasi,2024,Sayur,Bayam,854.0,False,Lainnya,Sedang,3416.0,44408.0
Kota Depok,2024,Sayur,Bayam,851.0,False,Lainnya,Sedang,3404.0,44252.0
Kota Cimahi,2024,Sayur,Bayam,621.0,False,Lainnya,Sedang,2484.0,32292.0
Kota Tasikmalaya,2024,Sayur,Bayam,413.0,False,Lainnya,Rendah,1652.0,21476.0
Kota Banjar,2024,Sayur,Bayam,475.0,False,Lainnya,Rendah,1900.0,24700.0
Cilacap,2024,Sayur,Bayam,239.0,False,Lainnya,Rendah,956.0,12428.0
Banyumas,2024,Sayur,Bayam,260.0,False,Lainnya,Rendah,1040.0,13520.0
Purbalingga,2024,Sayur,Bayam,234.0,False,Lainnya,Rendah,936.0,12168.0
Banjarnegara,2024,Sayur,Bayam,370.0,False,Lainnya,Rendah,1480.0,19240.0
Kebumen,2024,Sayur,Bayam,371.0,False,Lainnya,Rendah,1484.0,19292.0
Purworejo,2024,Sayur,Bayam,473.0,False,Lainnya,Rendah,1892.0,24596.0
Wonosobo,2024,Sayur,Bayam,273.0,False,Lainnya,Rendah,1092.0,14196.0
Magelang,2024,Sayur,Bayam,248.0,False,Lainnya,Rendah,992.0,12896.0
Boyolali,2024,Sayur,Bayam,465.0,False,Lainnya,Rendah,1860.0,24180.0
Klaten,2024,Sayur,Bayam,492.0,False,Lainnya,Rendah,1968.0,25584.0
Sukoharjo,2024,Sayur,Bayam,527.0,False,Lainnya,Sedang,2108.0,27404.0
Wonogiri,2024,Sayur,Bayam,601.0,False,Lainnya,Sedang,2404.0,31252.0
Karanganyar,2024,Sayur,Bayam,532.0,False,Lainnya,Sedang,2128.0,27664.0
Sragen,2024,Sayur,Bayam,684.0,False,Lainnya,Sedang,2736.0,35568.0
Grobogan,2024,Sayur,Bayam,696.0,False,Lainnya,Sedang,2784.0,36192.0
Blora,2024,Sayur,Bayam,454.0,False,Lainnya,Rendah,1816.0,23608.0
Rembang,2024,Sayur,Bayam,456.0,False,Lainnya,Rendah,1824.0,23712.0
Pati,2024,Sayur,Bayam,477.0,False,Lainnya,Rendah,1908.0,24804.0
Kudus,2024,Sayur,Bayam,325.0,False,Lainnya,Rendah,1300.0,16900.0
Jepara,2024,Sayur,Bayam,317.0,False,Lainnya,Rendah,1268.0,16484.0
Demak,2024,Sayur,Bayam,731.0,False,Lainnya,Sedang,2924.0,38012.0
Semarang,2024,Sayur,Bayam,550.0,False,Lainnya,Sedang,2200.0,28600.0
Temanggung,2024,Sayur,Bayam,323.0,False,Lainnya,Rendah,1292.0,16796.0
Kendal,2024,Sayur,Bayam,522.0,False,Lainnya,Sedang,2088.0,27144.0
Batang,2024,Sayur,Bayam,350.0,False,Lainnya,Rendah,1400.0,18200.0
Pekalongan,2024,Sayur,Bayam,294.0,False,Lainnya,Rendah,1176.0,15288.0
Pemalang,2024,Sayur,Bayam,334.0,False,Lainnya,Rendah,1336.0,17368.0
Tegal,2024,Sayur,Bayam,343.0,False,Lainnya,Rendah,1372.0,17836.0
Brebes,2024,Sayur,Bayam,288.0,False,Lainnya,Rendah,1152.0,14976.0
Kota Magelang,2024,Sayur,Bayam,527.0,False,Lainnya,Sedang,2108.0,27404.0
Kota Surakarta,2024,Sayur,Bayam,638.0,False,Lainnya,Sedang,2552.0,33176.0
Kota Salatiga,2024,Sayur,Bayam,713.0,False,Lainnya,Sedang,2852.0,37076.0
Kota Semarang,2024,Sayur,Bayam,973.0,False,Lainnya,Sedang,3892.0,50596.0
Kota Pekalongan,2024,Sayur,Bayam,346.0,False,Lainnya,Rendah,1384.0,17992.0
Kota Tegal,2024,Sayur,Bayam,345.0,False,Lainnya,Rendah,1380.0,17940.0
Kulon Progo,2024,Sayur,Bayam,479.0,False,Lainnya,Rendah,1916.0,24908.0
Bantul,2024,Sayur,Bayam,425.0,False,Lainnya,Rendah,1700.0,22100.0
Gunung Kidul,2024,Sayur,Bayam,631.0,False,Lainnya,Sedang,2524.0,32812.0
Sleman,2024,Sayur,Bayam,561.0,False,Lainnya,Sedang,2244.0,29172.0
Kota Yogyakarta,2024,Sayur,Bayam,540.0,False,Lainnya,Sedang,2160.0,28080.0
Pacitan,2024,Sayur,Bayam,486.0,False,Lainnya,Rendah,1944.0,25272.0
Ponorogo,2024,Sayur,Bayam,472.0,False,Lainnya,Rendah,1888.0,24544.0
Trenggalek,2024,Sayur,Bayam,416.0,False,Lainnya,Rendah,1664.0,21632.0
Tulungagung,2024,Sayur,Bayam,546.0,False,Lainnya,Sedang,2184.0,28392.0
Blitar,2024,Sayur,Bayam,390.0,False,Lainnya,Rendah,1560.0,20280.0
Kediri,2024,Sayur,Bayam,497.0,False,Lainnya,Rendah,1988.0,25844.0
Malang,2024,Sayur,Bayam,521.0,False,Lainnya,Sedang,2084.0,27092.0
Lumajang,2024,Sayur,Bayam,629.0,False,Lainnya,Sedang,2516.0,32708.0
Jember,2024,Sayur,Bayam,491.0,False,Lainnya,Rendah,1964.0,25532.0
Banyuwangi,2024,Sayur,Bayam,580.0,False,Lainnya,Sedang,2320.0,30160.0
Bondowoso,2024,Sayur,Bayam,410.0,False,Lainnya,Rendah,1640.0,21320.0
Situbondo,2024,Sayur,Bayam,422.0,False,Lainnya,Rendah,1688.0,21944.0
Probolinggo,2024,Sayur,Bayam,276.0,False,Lainnya,Rendah,1104.0,14352.0
Pasuruan,2024,Sayur,Bayam,334.0,False,Lainnya,Rendah,1336.0,17368.0
Sidoarjo,2024,Sayur,Bayam,494.0,False,Lainnya,Rendah,1976.0,25688.0
Mojokerto,2024,Sayur,Bayam,456.0,False,Lainnya,Rendah,1824.0,23712.0
Jombang,2024,Sayur,Bayam,328.0,False,Lainnya,Rendah,1312.0,17056.0
Nganjuk,2024,Sayur,Bayam,540.0,False,Lainnya,Sedang,2160.0,28080.0
Madiun,2024,Sayur,Bayam,680.0,False,Lainnya,Sedang,2720.0,35360.0
Magetan,2024,Sayur,Bayam,476.0,False,Lainnya,Rendah,1904.0,24752.0
Ngawi,2024,Sayur,Bayam,705.0,False,Lainnya,Sedang,2820.0,36660.0
Bojonegoro,2024,Sayur,Bayam,461.0,False,Lainnya,Rendah,1844.0,23972.0
Tuban,2024,Sayur,Bayam,388.0,False,Lainnya,Rendah,1552.0,20176.0
Lamongan,2024,Sayur,Bayam,344.0,False,Lainnya,Rendah,1376.0,17888.0
Gresik,2024,Sayur,Bayam,477.0,False,Lainnya,Rendah,1908.0,24804.0
Bangkalan,2024,Sayur,Bayam,390.0,False,Lainnya,Rendah,1560.0,20280.0
Sampang,2024,Sayur,Bayam,537.0,False,Lainnya,Sedang,2148.0,27924.0
Pamekasan,2024,Sayur,Bayam,402.0,False,Lainnya,Rendah,1608.0,20904.0
Sumenep,2024,Sayur,Bayam,587.0,False,Lainnya,Sedang,2348.0,30524.0
Kota Kediri,2024,Sayur,Bayam,423.0,False,Lainnya,Rendah,1692.0,21996.0
Kota Blitar,2024,Sayur,Bayam,392.0,False,Lainnya,Rendah,1568.0,20384.0
Kota Malang,2024,Sayur,Bayam,579.0,False,Lainnya,Sedang,2316.0,30108.0
Kota Probolinggo,2024,Sayur,Bayam,279.0,False,Lainnya,Rendah,1116.0,14508.0
Kota Pasuruan,2024,Sayur,Bayam,458.0,False,Lainnya,Rendah,1832.0,23816.0
Kota Mojokerto,2024,Sayur,Bayam,407.0,False,Lainnya,Rendah,1628.0,21164.0
Kota Madiun,2024,Sayur,Bayam,564.0,False,Lainnya,Sedang,2256.0,29328.0
Kota Surabaya,2024,Sayur,Bayam,476.0,False,Lainnya,Rendah,1904.0,24752.0
Kota Batu,2024,Sayur,Bayam,532.0,False,Lainnya,Sedang,2128.0,27664.0
Pandeglang,2024,Sayur,Bayam,188.0,False,Lainnya,Rendah,752.0,9776.0
Lebak,2024,Sayur,Bayam,255.0,False,Lainnya,Rendah,1020.0,13260.0
Tangerang,2024,Sayur,Bayam,662.0,False,Lainnya,Sedang,2648.0,34424.0
Serang,2024,Sayur,Bayam,392.0,False,Lainnya,Rendah,1568.0,20384.0
Kota Tangerang,2024,Sayur,Bayam,780.0,False,Lainnya,Sedang,3120.0,40560.0
Kota Cilegon,2024,Sayur,Bayam,578.0,False,Lainnya,Sedang,2312.0,30056.0
Kota Serang,2024,Sayur,Bayam,413.0,False,Lainnya,Rendah,1652.0,21476.0
Kota Tangerang Selatan,2024,Sayur,Bayam,864.0,False,Lainnya,Sedang,3456.0,44928.0
Jembrana,2024,Sayur,Bayam,524.0,False,Lainnya,Sedang,2096.0,27248.0
Tabanan,2024,Sayur,Bayam,459.0,False,Lainnya,Rendah,1836.0,23868.0
Badung,2024,Sayur,Bayam,593.0,False,Lainnya,Sedang,2372.0,30836.0
Gianyar,2024,Sayur,Bayam,516.0,False,Lainnya,Sedang,2064.0,26832.0
Klungkung,2024,Sayur,Bayam,604.0,False,Lainnya,Sedang,2416.0,31408.0
Bangli,2024,Sayur,Bayam,505.0,False,Lainnya,Sedang,2020.0,26260.0
Karangasem,2024,Sayur,Bayam,395.0,False,Lainnya,Rendah,1580.0,20540.0
Buleleng,2024,Sayur,Bayam,567.0,False,Lainnya,Sedang,2268.0,29484.0
Kota Denpasar,2024,Sayur,Bayam,632.0,False,Lainnya,Sedang,2528.0,32864.0
Lombok Barat,2024,Sayur,Bayam,393.0,False,Lainnya,Rendah,1572.0,20436.0
Lombok Tengah,2024,Sayur,Bayam,329.0,False,Lainnya,Rendah,1316.0,17108.0
Lombok Timur,2024,Sayur,Bayam,417.0,False,Lainnya,Rendah,1668.0,21684.0
Sumbawa,2024,Sayur,Bayam,478.0,False,Lainnya,Rendah,1912.0,24856.0
Dompu,2024,Sayur,Bayam,539.0,False,Lainnya,Sedang,2156.0,28028.0
Bima,2024,Sayur,Bayam,377.0,False,Lainnya,Rendah,1508.0,19604.0
Sumbawa Barat,2024,Sayur,Bayam,435.0,False,Lainnya,Rendah,1740.0,22620.0
Lombok Utara,2024,Sayur,Bayam,466.0,False,Lainnya,Rendah,1864.0,24232.0
Kota Mataram,2024,Sayur,Bayam,402.0,False,Lainnya,Rendah,1608.0,20904.0
Kota Bima,2024,Sayur,Bayam,393.0,False,Lainnya,Rendah,1572.0,20436.0
Sumba Barat,2024,Sayur,Bayam,544.0,False,Lainnya,Sedang,2176.0,28288.0
Sumba Timur,2024,Sayur,Bayam,1122.0,False,Lainnya,Tinggi,4488.0,58344.0
Kupang,2024,Sayur,Bayam,411.0,False,Lainnya,Rendah,1644.0,21372.0
Timor Tengah Selatan,2024,Sayur,Bayam,670.0,False,Lainnya,Sedang,2680.0,34840.0
Timor Tengah Utara,2024,Sayur,Bayam,945.0,False,Lainnya,Sedang,3780.0,49140.0
Belu,2024,Sayur,Bayam,597.0,False,Lainnya,Sedang,2388.0,31044.0
Alor,2024,Sayur,Bayam,911.0,False,Lainnya,Sedang,3644.0,47372.0
Lembata,2024,Sayur,Bayam,450.0,False,Lainnya,Rendah,1800.0,23400.0
Flores Timur,2024,Sayur,Bayam,391.0,False,Lainnya,Rendah,1564.0,20332.0
Sikka,2024,Sayur,Bayam,454.0,False,Lainnya,Rendah,1816.0,23608.0
Ende,2024,Sayur,Bayam,659.0,False,Lainnya,Sedang,2636.0,34268.0
Ngada,2024,Sayur,Bayam,926.0,False,Lainnya,Sedang,3704.0,48152.0
Manggarai,2024,Sayur,Bayam,880.0,False,Lainnya,Sedang,3520.0,45760.0
Rote Ndao,2024,Sayur,Bayam,555.0,False,Lainnya,Sedang,2220.0,28860.0
Manggarai Barat,2024,Sayur,Bayam,603.0,False,Lainnya,Sedang,2412.0,31356.0
Sumba Tengah,2024,Sayur,Bayam,669.0,False,Lainnya,Sedang,2676.0,34788.0
Sumba Barat Daya,2024,Sayur,Bayam,541.0,False,Lainnya,Sedang,2164.0,28132.0
Nagekeo,2024,Sayur,Bayam,528.0,False,Lainnya,Sedang,2112.0,27456.0
Manggarai Timur,2024,Sayur,Bayam,512.0,False,Lainnya,Sedang,2048.0,26624.0
Sabu Raijua,2024,Sayur,Bayam,1104.0,False,Lainnya,Tinggi,4416.0,57408.0
Malaka,2024,Sayur,Bayam,950.0,False,Lainnya,Sedang,3800.0,49400.0
Kota Kupang,2024,Sayur,Bayam,1052.0,False,Lainnya,Tinggi,4208.0,54704.0
Sambas,2024,Sayur,Bayam,265.0,False,Lainnya,Rendah,1060.0,13780.0
Bengkayang,2024,Sayur,Bayam,617.0,False,Lainnya,Sedang,2468.0,32084.0
Landak,2024,Sayur,Bayam,644.0,False,Lainnya,Sedang,2576.0,33488.0
Mempawah,2024,Sayur,Bayam,532.0,False,Lainnya,Sedang,2128.0,27664.0
Sanggau,2024,Sayur,Bayam,578.0,False,Lainnya,Sedang,2312.0,30056.0
Ketapang,2024,Sayur,Bayam,502.0,False,Lainnya,Sedang,2008.0,26104.0
Sintang,2024,Sayur,Bayam,711.0,False,Lainnya,Sedang,2844.0,36972.0
Kapuas Hulu,2024,Sayur,Bayam,726.0,False,Lainnya,Sedang,2904.0,37752.0
Sekadau,2024,Sayur,Bayam,584.0,False,Lainnya,Sedang,2336.0,30368.0
Melawi,2024,Sayur,Bayam,505.0,False,Lainnya,Sedang,2020.0,26260.0
Kayong Utara,2024,Sayur,Bayam,484.0,False,Lainnya,Rendah,1936.0,25168.0
Kubu Raya,2024,Sayur,Bayam,508.0,False,Lainnya,Sedang,2032.0,26416.0
Kota Pontianak,2024,Sayur,Bayam,812.0,False,Lainnya,Sedang,3248.0,42224.0
Kota Singkawang,2024,Sayur,Bayam,557.0,False,Lainnya,Sedang,2228.0,28964.0
Kotawaringin Barat,2024,Sayur,Bayam,783.0,False,Lainnya,Sedang,3132.0,40716.0
Kotawaringin Timur,2024,Sayur,Bayam,604.0,False,Lainnya,Sedang,2416.0,31408.0
Kapuas,2024,Sayur,Bayam,495.0,False,Lainnya,Rendah,1980.0,25740.0
Barito Selatan,2024,Sayur,Bayam,636.0,False,Lainnya,Sedang,2544.0,33072.0
Barito Utara,2024,Sayur,Bayam,726.0,False,Lainnya,Sedang,2904.0,37752.0
Sukamara,2024,Sayur,Bayam,538.0,False,Lainnya,Sedang,2152.0,27976.0
Lamandau,2024,Sayur,Bayam,795.0,False,Lainnya,Sedang,3180.0,41340.0
Seruyan,2024,Sayur,Bayam,606.0,False,Lainnya,Sedang,2424.0,31512.0
Katingan,2024,Sayur,Bayam,659.0,False,Lainnya,Sedang,2636.0,34268.0
Pulang Pisau,2024,Sayur,Bayam,583.0,False,Lainnya,Sedang,2332.0,30316.0
Gunung Mas,2024,Sayur,Bayam,490.0,False,Lainnya,Rendah,1960.0,25480.0
Barito Timur,2024,Sayur,Bayam,607.0,False,Lainnya,Sedang,2428.0,31564.0
Murung Raya,2024,Sayur,Bayam,909.0,False,Lainnya,Sedang,3636.0,47268.0
Kota Palangka Raya,2024,Sayur,Bayam,592.0,False,Lainnya,Sedang,2368.0,30784.0
Tanah Laut,2024,Sayur,Bayam,653.0,False,Lainnya,Sedang,2612.0,33956.0
Kota Baru,2024,Sayur,Bayam,560.0,False,Lainnya,Sedang,2240.0,29120.0
Banjar,2024,Sayur,Bayam,527.0,False,Lainnya,Sedang,2108.0,27404.0
Barito Kuala,2024,Sayur,Bayam,500.0,False,Lainnya,Sedang,2000.0,26000.0
Tapin,2024,Sayur,Bayam,528.0,False,Lainnya,Sedang,2112.0,27456.0
Hulu Sungai Selatan,2024,Sayur,Bayam,423.0,False,Lainnya,Rendah,1692.0,21996.0
Hulu Sungai Tengah,2024,Sayur,Bayam,422.0,False,Lainnya,Rendah,1688.0,21944.0
Hulu Sungai Utara,2024,Sayur,Bayam,392.0,False,Lainnya,Rendah,1568.0,20384.0
Tabalong,2024,Sayur,Bayam,568.0,False,Lainnya,Sedang,2272.0,29536.0
Tanah Bumbu,2024,Sayur,Bayam,573.0,False,Lainnya,Sedang,2292.0,29796.0
Balangan,2024,Sayur,Bayam,596.0,False,Lainnya,Sedang,2384.0,30992.0
Kota Banjarmasin,2024,Sayur,Bayam,434.0,False,Lainnya,Rendah,1736.0,22568.0
Kota Banjar Baru,2024,Sayur,Bayam,861.0,False,Lainnya,Sedang,3444.0,44772.0
Paser,2024,Sayur,Bayam,1037.0,False,Lainnya,Tinggi,4148.0,53924.0
Kutai Barat,2024,Sayur,Bayam,705.0,False,Lainnya,Sedang,2820.0,36660.0
Kutai Kartanegara,2024,Sayur,Bayam,758.0,False,Lainnya,Sedang,3032.0,39416.0
Kutai Timur,2024,Sayur,Bayam,922.0,False,Lainnya,Sedang,3688.0,47944.0
Berau,2024,Sayur,Bayam,1035.0,False,Lainnya,Tinggi,4140.0,53820.0
Penajam Paser Utara,2024,Sayur,Bayam,497.0,False,Lainnya,Rendah,1988.0,25844.0
Mahakam Ulu,2024,Sayur,Bayam,1165.0,False,Lainnya,Tinggi,4660.0,60580.0
Kota Balikpapan,2024,Sayur,Bayam,688.0,False,Lainnya,Sedang,2752.0,35776.0
Kota Samarinda,2024,Sayur,Bayam,822.0,False,Lainnya,Sedang,3288.0,42744.0
Kota Bontang,2024,Sayur,Bayam,768.0,False,Lainnya,Sedang,3072.0,39936.0
Malinau,2024,Sayur,Bayam,1307.0,False,Lainnya,Tinggi,5228.0,67964.0
Bulungan,2024,Sayur,Bayam,1143.0,False,Lainnya,Tinggi,4572.0,59436.0
Tana Tidung,2024,Sayur,Bayam,1160.0,False,Lainnya,Tinggi,4640.0,60320.0
Nunukan,2024,Sayur,Bayam,1175.0,False,Lainnya,Tinggi,4700.0,61100.0
Kota Tarakan,2024,Sayur,Bayam,1054.0,False,Lainnya,Tinggi,4216.0,54808.0
Bolaang Mongondow,2024,Sayur,Bayam,376.0,False,Lainnya,Rendah,1504.0,19552.0
Minahasa,2024,Sayur,Bayam,160.0,False,Lainnya,Rendah,640.0,8320.0
Kepulauan Sangihe,2024,Sayur,Bayam,98.0,False,Lainnya,Sangat Rendah,392.0,5096.0
Kepulauan Talaud,2024,Sayur,Bayam,128.0,False,Lainnya,Rendah,512.0,6656.0
Minahasa Selatan,2024,Sayur,Bayam,63.0,False,Lainnya,Sangat Rendah,252.0,3276.0
Minahasa Utara,2024,Sayur,Bayam,164.0,False,Lainnya,Rendah,656.0,8528.0
Bolaang Mongondow Utara,2024,Sayur,Bayam,192.0,False,Lainnya,Rendah,768.0,9984.0
Siau Tagulandang Biaro,2024,Sayur,Bayam,139.0,False,Lainnya,Rendah,556.0,7228.0
Minahasa Tenggara,2024,Sayur,Bayam,72.0,False,Lainnya,Sangat Rendah,288.0,3744.0
Bolaang Mongondow Selatan,2024,Sayur,Bayam,172.0,False,Lainnya,Rendah,688.0,8944.0
Bolaang Mongondow Timur,2024,Sayur,Bayam,264.0,False,Lainnya,Rendah,1056.0,13728.0
Kota Manado,2024,Sayur,Bayam,220.0,False,Lainnya,Rendah,880.0,11440.0
Kota Bitung,2024,Sayur,Bayam,184.0,False,Lainnya,Rendah,736.0,9568.0
Kota Tomohon,2024,Sayur,Bayam,188.0,False,Lainnya,Rendah,752.0,9776.0
Kota Kotamobagu,2024,Sayur,Bayam,435.0,False,Lainnya,Rendah,1740.0,22620.0
Banggai Kepulauan,2024,Sayur,Bayam,296.0,False,Lainnya,Rendah,1184.0,15392.0
Banggai,2024,Sayur,Bayam,480.0,False,Lainnya,Rendah,1920.0,24960.0
Morowali,2024,Sayur,Bayam,905.0,False,Lainnya,Sedang,3620.0,47060.0
Poso,2024,Sayur,Bayam,561.0,False,Lainnya,Sedang,2244.0,29172.0
Donggala,2024,Sayur,Bayam,426.0,False,Lainnya,Rendah,1704.0,22152.0
Toli-Toli,2024,Sayur,Bayam,501.0,False,Lainnya,Sedang,2004.0,26052.0
Buol,2024,Sayur,Bayam,583.0,False,Lainnya,Sedang,2332.0,30316.0
Parigi Moutong,2024,Sayur,Bayam,507.0,False,Lainnya,Sedang,2028.0,26364.0
Tojo Una-Una,2024,Sayur,Bayam,558.0,False,Lainnya,Sedang,2232.0,29016.0
Sigi,2024,Sayur,Bayam,589.0,False,Lainnya,Sedang,2356.0,30628.0
Banggai Laut,2024,Sayur,Bayam,815.0,False,Lainnya,Sedang,3260.0,42380.0
Morowali Utara,2024,Sayur,Bayam,744.0,False,Lainnya,Sedang,2976.0,38688.0
Kota Palu,2024,Sayur,Bayam,686.0,False,Lainnya,Sedang,2744.0,35672.0
Kepulauan Selayar,2024,Sayur,Bayam,364.0,False,Lainnya,Rendah,1456.0,18928.0
Bulukumba,2024,Sayur,Bayam,365.0,False,Lainnya,Rendah,1460.0,18980.0
Bantaeng,2024,Sayur,Bayam,398.0,False,Lainnya,Rendah,1592.0,20696.0
Jeneponto,2024,Sayur,Bayam,388.0,False,Lainnya,Rendah,1552.0,20176.0
Takalar,2024,Sayur,Bayam,386.0,False,Lainnya,Rendah,1544.0,20072.0
Gowa,2024,Sayur,Bayam,405.0,False,Lainnya,Rendah,1620.0,21060.0
Sinjai,2024,Sayur,Bayam,245.0,False,Lainnya,Rendah,980.0,12740.0
Maros,2024,Sayur,Bayam,525.0,False,Lainnya,Sedang,2100.0,27300.0
Pangkajene dan Kepulauan,2024,Sayur,Bayam,531.0,False,Lainnya,Sedang,2124.0,27612.0
Barru,2024,Sayur,Bayam,772.0,False,Lainnya,Sedang,3088.0,40144.0
Bone,2024,Sayur,Bayam,440.0,False,Lainnya,Rendah,1760.0,22880.0
Soppeng,2024,Sayur,Bayam,407.0,False,Lainnya,Rendah,1628.0,21164.0
Wajo,2024,Sayur,Bayam,399.0,False,Lainnya,Rendah,1596.0,20748.0
Sidenreng Rappang,2024,Sayur,Bayam,378.0,False,Lainnya,Rendah,1512.0,19656.0
Pinrang,2024,Sayur,Bayam,392.0,False,Lainnya,Rendah,1568.0,20384.0
Enrekang,2024,Sayur,Bayam,736.0,False,Lainnya,Sedang,2944.0,38272.0
Luwu,2024,Sayur,Bayam,633.0,False,Lainnya,Sedang,2532.0,32916.0
Tana Toraja,2024,Sayur,Bayam,377.0,False,Lainnya,Rendah,1508.0,19604.0
Luwu Utara,2024,Sayur,Bayam,640.0,False,Lainnya,Sedang,2560.0,33280.0
Luwu Timur,2024,Sayur,Bayam,556.0,False,Lainnya,Sedang,2224.0,28912.0
Toraja Utara,2024,Sayur,Bayam,265.0,False,Lainnya,Rendah,1060.0,13780.0
Kota Makasar,2024,Sayur,Bayam,812.0,False,Lainnya,Sedang,3248.0,42224.0
Kota Parepare,2024,Sayur,Bayam,304.0,False,Lainnya,Rendah,1216.0,15808.0
Kota Palopo,2024,Sayur,Bayam,524.0,False,Lainnya,Sedang,2096.0,27248.0
Buton,2024,Sayur,Bayam,522.0,False,Lainnya,Sedang,2088.0,27144.0
